,URL,GameType,Location,Date,Time,WinningTeam,Quarter,SecLeft,AwayTeam,AwayPlay,AwayScore,HomeTeam,HomePlay,HomeScore,Shooter,ShotType,ShotOutcome,ShotDist,Assister,Blocker,FoulType,Fouler,Fouled,Rebounder,ReboundType,ViolationPlayer,ViolationType,TimeoutTeam,FreeThrowShooter,FreeThrowOutcome,FreeThrowNum,EnterGame,LeaveGame,TurnoverPlayer,TurnoverType,TurnoverCause,TurnoverCauser,JumpballAwayPlayer,JumpballHomePlayer,JumpballPoss
409461,/boxscores/201703010ORL.html,regular,Amway Center Orlando Florida,March 1 2017,7:00 PM,NYK,1,720,NYK,Jump ball: K. Porziis vs. N. Vuevi (E. Payton gains possession),0,ORL,,0,,,,,,,,,,,,,,,,,,,,,,,,K. Porziņģis - porzikr01,N. Vučević - vucevni01,E. Payton - paytoel01
409462,/boxscores/201703010ORL.html,regular,Amway Center Orlando Florida,March 1 2017,7:00 PM,NYK,1,701,NYK,,0,ORL,N. Vuevi makes 2-pt layup from 1 ft (assist by E. Payton),2,N. Vučević - vucevni01,2-pt layup,make,1.0,E. Payton - paytoel01,,,,,,,,,,,,,,,,,,,,,
409463,/boxscores/201703010ORL.html,regular,Amway Center Orlando Florida,March 1 2017,7:00 PM,NYK,1,681,NYK,D. Rose makes 2-pt layup from 3 ft (assist by K. Porziis),2,ORL,,2,D. Rose - rosede01,2-pt layup,make,3.0,K. Porziņģis - porzikr01,,,,,,,,,,,,,,,,,,,,,
409464,/boxscores/201703010ORL.html,regular,Amway Center Orlando Florida,March 1 2017,7:00 PM,NYK,1,681,NYK,Shooting foul by E. Payton (drawn by D. Rose),2,ORL,,2,,,,,,,shooting,E. Payton - paytoel01,D. Rose - rosede01,,,,,,,,,,,,,,,,,
409465,/boxscores/201703010ORL.html,regular,Amway Center Orlando Florida,March 1 2017,7:00 PM,NYK,1,681,NYK,D. Rose misses free throw 1 of 1,2,ORL,,2,,,,,,,,,,,,,,,D. Rose - rosede01,miss,1 of 1,,,,,,,,,
409466,/boxscores/201703010ORL.html,regular,Amway Center Orlando Florida,March 1 2017,7:00 PM,NYK,1,679,NYK,,2,ORL,Defensive rebound by A. Gordon,2,,,,,,,,,,A. Gordon - gordoaa01,defensive,,,,,,,,,,,,,,,
409467,/boxscores/201703010ORL.html,regular,Amway Center Orlando Florida,March 1 2017,7:00 PM,NYK,1,667,NYK,,2,ORL,N. Vuevi misses 2-pt hook shot from 12 ft,2,N. Vučević - vucevni01,2-pt hook shot,miss,12.0,,,,,,,,,,,,,,,,,,,,,,
409468,/boxscores/201703010ORL.html,regular,Amway Center Orlando Florida,March 1 2017,7:00 PM,NYK,1,666,NYK,Defensive rebound by L. Thomas,2,ORL,,2,,,,,,,,,,L. Thomas - thomala01,defensive,,,,,,,,,,,,,,,
409469,/boxscores/201703010ORL.html,regular,Amway Center Orlando Florida,March 1 2017,7:00 PM,NYK,1,652,NYK,Personal foul by E. Payton (drawn by K. Porziis),2,ORL,,2,,,,,,,personal,E. Payton - paytoel01,K. Porziņģis - porzikr01,,,,,,,,,,,,,,,,,
409470,/boxscores/201703010ORL.html,regular,Amway Center Orlando Florida,March 1 2017,7:00 PM,NYK,1,649,NYK,D. Rose misses 2-pt layup from 1 ft,2,ORL,,2,D. Rose - rosede01,2-pt layup,miss,1.0,,,,,,,,,,,,,,,,,,,,,,
